phish_attachment,phish_link,social_contact,macro_exec,powershell_exec,signed_binary_proxy,dll_sideload,scheduled_task,new_service,credential_access,valid_accounts_use,smb_lateral,rdp_lateral,ssh_lateral,network_discovery,defense_evasion,packed_payload,c2_beaconing,cloud_exfil,crypto_targeting,failed_login_burst,outbound_conn_count,rare_parent_child_score,offhours_activity_score,archive_attachment_kb,script_chain_depth,target
0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,3,12,0.103,0.095,619,1,0
1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,4,12,0.314,0.253,827,1,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,12,0.479,0.134,264,1,0
0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3,15,0.163,0.114,184,1,0
1,0,1,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,5,19,0.967,0.657,855,4,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,8,0.172,0.233,880,2,0
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,16,0.096,0.271,557,2,0
1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,4,10,0.136,0.023,612,1,0
0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,6,21,0.452,0.693,177,3,1
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2,12,0.265,0.569,512,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,4,6,0.371,0.356,373,1,0
1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,2,15,0.113,0.59,781,2,0
0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,14,0.41,0.416,384,3,0
0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,3,24,0.84,0.843,1066,2,1
1,1,0,0,1,1,1,0,0,1,1,0,1,0,1,1,0,1,1,0,3,18,0.765,0.743,570,4,1
1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,13,0.445,0.431,473,1,0
1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,11,0.241,0.316,495,1,0
0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3,14,0.29,0.329,370,2,0
0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,2,13,0.284,0.368,362,2,0
1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,17,0.323,0.498,894,3,0
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,17,0.298,0.386,341,3,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,5,16,0.359,0.372,810,3,0
0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2,10,0.387,0.241,440,2,0
1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,11,0.579,0.246,137,2,0
1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,16,0.304,0.363,553,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12,0.191,0.387,790,1,0
0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,8,14,0.608,0.212,948,3,0
1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,0,7,9,0.647,0.813,230,6,1
0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,3,22,0.791,0.43,768,3,1
1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0.485,0.085,534,1,0
0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,16,0.232,0.381,312,3,0
0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,3,10,0.144,0.266,198,3,0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,4,16,0.196,0.188,262,1,0
0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,15,0.406,0.146,81,2,0
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,14,0.585,0.304,226,3,0
1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,15,0.452,0.399,498,3,0
0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,11,0.246,0.309,641,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6,11,0.25,0.178,374,2,0
1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,15,0.459,0.196,241,1,0
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,4,8,0.324,0.259,480,3,0
0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,5,9,0.325,0.159,557,1,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,17,0.406,0.413,252,2,0
0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,4,12,0.636,0.46,153,1,0
1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,4,15,0.257,0.442,947,3,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.022,0.208,175,1,0
1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,10,0.112,0.05,473,3,0
0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,13,0.188,0.089,347,1,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,9,0.169,0.237,318,2,0
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,15,0.185,0.277,982,1,0
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,15,0.184,0.166,462,2,0
0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2,15,0.221,0.346,218,1,0
0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,2,15,0.031,0.351,244,2,0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,14,0.518,0.21,794,2,0
0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,15,0.35,0.48,311,1,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,12,0.321,0.513,883,2,0
1,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,10,25,0.423,0.866,1707,7,1
0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,11,0.121,0.11,548,3,0
1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,5,14,0.178,0.383,584,2,0
1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,15,0.03,0.215,342,3,0
0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,10,0.186,0.096,104,1,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,17,0.472,0.332,925,2,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,10,0.133,0.154,469,3,0
1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,3,17,0.242,0.236,209,3,0
0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,2,9,0.296,0.168,854,1,0
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,6,12,0.173,0.065,767,3,0
1,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0,1,1,1,0,10,18,0.92,0.902,407,2,1
0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,4,17,0.202,0.363,843,2,0
1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,20,0.427,0.298,859,3,0
0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,3,21,0.506,0.527,1004,4,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,8,0.201,0.246,120,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,9,0.194,0.392,154,1,0
0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,3,12,0.253,0.296,740,1,0
1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,3,24,0.601,0.602,2257,5,1
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0.266,0.667,446,3,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,17,0.129,0.29,266,2,0
1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2,13,0.11,0.615,768,2,0
1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,3,8,0.686,0.221,493,3,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,7,0.1,0.216,807,3,0
0,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,0,8,21,0.802,0.642,2060,2,1
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,13,0.419,0.159,347,1,0
0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,8,8,0.335,0.165,583,3,0
0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,4,12,0.127,0.102,583,2,0
0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,21,0.163,0.087,371,2,0
0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,0.253,0.244,208,1,0
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,6,10,0.193,0.839,283,1,0
0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,0,1,14,12,0.72,0.955,985,5,1
0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,13,0.081,0.283,596,1,0
1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,2,16,0.239,0.641,880,3,0
1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,8,24,0.731,0.723,763,2,1
0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,3,20,0.837,0.92,1060,3,1
0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,16,0.169,0.37,520,3,0
0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,4,21,0.783,0.669,404,3,1
0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2,10,0.305,0.206,665,2,0
0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,7,25,0.674,0.542,294,5,1
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,12,0.276,0.119,828,3,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,3,10,0.114,0.318,311,2,0
0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,1,1,8,20,0.546,0.606,687,2,1
0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,5,23,0.591,0.402,1960,4,1
1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,1,0,1,7,22,0.605,0.938,718,6,1
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0.076,0.288,734,2,0
0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5,6,0.304,0.426,853,1,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,8,0.129,0.34,233,3,0
0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,3,14,0.383,0.25,914,2,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,10,0.147,0.397,848,2,0
0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,6,24,0.582,0.973,2064,3,1
1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1,1,0,7,18,0.725,0.651,1267,6,1
0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,6,18,0.69,0.29,1469,5,1
1,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,5,27,0.816,0.305,1451,3,1
0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,3,11,0.348,0.114,829,2,0
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,0.608,0.329,270,2,0
1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,8,26,0.639,0.659,2352,3,1
1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,3,10,0.321,0.149,844,1,0
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,12,0.044,0.459,106,2,0
0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,5,12,0.379,0.24,189,2,0
0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,3,20,0.608,0.652,1983,7,1
1,1,0,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,5,25,0.933,0.675,1713,4,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,2,8,0.417,0.493,753,2,0
1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,10,17,0.829,0.852,317,7,1
1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,12,0.203,0.234,246,2,0
0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,5,21,0.31,0.415,496,1,0
1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,8,28,0.698,0.333,237,6,1
0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,2,17,0.302,0.331,478,2,0
0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,15,0.22,0.219,288,3,0
1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,1,1,0,0,10,29,0.783,0.755,484,3,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,3,19,0.242,0.128,204,1,0
0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,4,17,0.368,0.112,929,1,0
1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,2,13,0.482,0.593,694,1,0
1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,8,24,0.76,0.238,2376,4,1
1,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,3,21,0.851,0.644,712,6,1
1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,0,4,25,0.658,0.811,1284,4,1
0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2,21,0.555,0.11,861,3,0
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,14,0.134,0.283,852,3,0
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0.218,0.412,478,3,0
1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,7,21,0.786,0.771,644,4,1
0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2,9,0.4,0.323,606,1,0
0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,10,0.5,0.343,324,3,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,19,0.255,0.159,290,1,0
1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,3,17,0.638,0.716,1736,6,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,4,11,0.248,0.368,476,1,0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,12,0.071,0.306,777,2,0
1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,8,23,0.718,0.931,2180,4,1
1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,9,26,0.79,0.627,1412,7,1
0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,6,15,0.204,0.283,286,1,0
0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5,15,0.385,0.192,453,1,0
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,5,13,0.091,0.259,910,3,0
0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,3,16,0.499,0.332,516,3,0
1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,6,25,0.704,0.542,1446,2,1
1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,2,10,0.602,0.313,441,2,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,10,0.15,0.262,965,3,0
0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,1,1,4,12,0.341,0.023,553,1,0
0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,3,17,0.132,0.259,980,3,0
0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,2,19,0.331,0.606,450,1,0
0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0,5,23,0.81,0.812,1689,5,1
1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,3,18,0.489,0.271,269,1,0
0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,2,9,0.211,0.237,381,2,0
0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,7,19,0.774,0.352,1321,4,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,13,0.201,0.255,442,1,0
1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,2,8,0.053,0.146,297,2,0
1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,14,0.19,0.113,931,2,0
1,1,0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,5,25,0.865,0.576,2320,2,1
1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,6,21,0.739,0.687,460,2,1
0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,2,10,0.276,0.51,700,3,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5,14,0.225,0.38,901,1,0
1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5,19,0.886,0.524,1843,2,1
1,0,0,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1,0,1,2,27,0.667,0.381,2324,5,1
1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,16,0.074,0.244,568,2,0
1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,12,0.359,0.177,659,1,0
0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,11,0.298,0.042,984,2,0
0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,5,15,0.228,0.381,988,3,0
0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,3,14,0.07,0.098,365,3,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,20,0.34,0.395,647,1,0
1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,4,12,0.638,0.096,609,1,0
0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,13,0.304,0.161,244,3,0
1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,2,12,0.169,0.53,415,1,0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2,10,0.256,0.338,910,1,0
0,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,1,8,23,0.8,0.457,1124,2,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,4,13,0.289,0.161,861,2,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,15,0.015,0.573,216,2,0
0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,4,7,0.027,0.462,139,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,16,0.468,0.56,671,1,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,6,22,0.188,0.046,522,3,0
0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,7,16,0.374,0.218,181,2,0
0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,4,22,0.473,0.576,2241,2,1
0,1,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,8,21,0.825,0.888,863,5,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3,12,0.323,0.389,316,1,0
1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,2,17,0.208,0.39,457,2,0
1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,9,22,0.775,0.573,304,3,1
1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,6,23,0.745,0.917,894,6,1
1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,5,22,0.766,0.8,762,7,1
0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,19,0.439,0.485,820,2,0
1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,3,23,0.656,0.59,1358,7,1
1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,5,15,0.269,0.137,802,2,0
1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,6,18,0.812,0.901,272,4,1
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,12,0.545,0.142,171,2,0
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,2,11,0.152,0.242,590,2,0
1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,4,25,0.603,0.854,2144,6,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,11,0.169,0.157,490,3,0
0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,7,21,0.285,0.721,921,4,1
1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,15,0.487,0.322,993,2,0
0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,5,14,0.247,0.109,934,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,13,0.336,0.514,994,3,0
1,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,7,17,0.785,0.38,530,2,1
0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,8,21,0.581,0.394,1656,5,1
0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2,9,0.058,0.258,390,2,0
1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2,16,0.171,0.674,983,2,0
0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,3,16,0.63,0.279,256,2,0
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,13,0.421,0.174,154,1,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,0.194,0.248,101,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,16,0.561,0.157,760,1,0
0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,10,0.205,0.494,815,2,0
1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,7,24,0.8,0.773,1705,2,1
1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,6,8,0.414,0.339,560,1,0
0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,6,15,0.925,0.707,1931,7,1
1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,14,0.417,0.323,429,3,0
1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,0.05,0.154,914,2,0
0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,4,10,0.344,0.214,901,3,0
1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,12,0.204,0.014,384,3,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,4,12,0.153,0.231,767,1,0
0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,4,12,0.094,0.137,598,3,0
0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,6,11,0.364,0.13,425,1,0
0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,6,8,0.093,0.37,999,1,0
0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,5,16,0.852,0.926,494,3,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,4,11,0.239,0.434,288,1,0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,9,0.474,0.227,550,3,0
0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2,11,0.375,0.224,93,2,0
0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,16,0.059,0.484,488,3,0
0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,5,15,0.922,0.446,2282,7,1
1,0,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,5,30,0.875,0.582,589,5,1
0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,18,0.071,0.084,716,1,0
1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,3,14,0.458,0.278,583,2,0
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,16,0.074,0.581,436,2,0
0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,6,19,0.394,0.679,2020,3,1
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,13,0.087,0.196,310,3,0
1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,10,25,0.747,0.543,1374,3,1
0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,12,0.34,0.377,84,1,0
1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,20,0.319,0.212,277,1,0
0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,3,19,0.243,0.124,121,1,0
